TRANSPOREON ID|Carrier|OriginalVAT|VAT|VatStatus|Country|StoredAddress
313261|ALCOR LOGISTICS Sp. z o.o.|PL5291820117|PL5291820117|valid|PL|T. Bairda 36/60, 36/60, 05-825, Grodzisk Mazowiecki
343126|EVEROAD|||missing|FR|24 rue Petrelle, 75002, Paris
348059|SARP INTERMODAL|||missing|TR|DEREBOYU NO 56, TURKOBA MAH.KAYALAR CAD. NO.10/1, 34356, ISTANBUL
346723|EXPEDITORS INTERNATIONAL UK LTD|||missing|GB|UNIT 4, SHINE KNOWLEDGE PARK, HU8 7FB, HULL
305812|GEFCO Greece|||missing|GR|Lampsakou 2, 11528, Athens
351096|H.Essers & Zonen Internationaal Transport NV (Pharma)|BE 0401 296 720|BE0401296720|valid|BE|Transportlaan 4, 3600, Genk
352386|Hopi PL sp z o.o.|5272681413|PL5272681413|valid|PL|Przyokopowa 33, 01-208, Warszawa
354554|ATOM ULUSLARARASI NAKLİYAT VE LOJİSTİK HİZMETLERİ TİC.A.S.|||missing|TR|1476/1 SOKAK KATİPOGLU İS MERKEZİ NO:2 K:2 D:2 ALSANCAK, 35220, İZMİR
362880|F.H.U Łuczkowski|||missing|PL|Kościelna 5, 34-400, Nowy Targ
357479|Marvicon SRL|RO34957399|RO34957399|valid|RO|Strada Ogorului 258, Et. 2, 410554, Oradea
365199|Containerships - CMA CGM GmbH|||missing|DE|Chilehaus A, Fischertwiete 2, 20095, Hamburg
365019|RANGE-TRANS SPOLKA Z OGRANICZANA ODPOWIEDZIALNOSCIA|||missing|PL|Matki Teresy z Kalkuty 18, lok.8, 20-538, Lublin
366132|Uber Freight B.V.|||missing|NL|Mr.Treublaan 7, 1097 DP, Amsterdam
366806|TRANSPIL-SPEDITION LOGISTICS GROUP SP. Z O.O. SP. KOMANDYTOWA|||missing|PL|Brzozowa 2, 64-917, Skorka
374048|GT-Trans Faktoring Sp. z o.o.|PL5223051994|PL5223051994|valid|PL|85 Al. Jerozolimskie, Unit 21, 02-001, Warsaw
375326|Blackbuck Poland Sp. Z o.o.|PL7010943304|PL7010943304|valid|PL|Mokotowska 49, 00-542, Warszawa
377350|Range Trans Group OÜ|EE 102138294|EE102138294|valid|EE|Pärnu mnt 76-7,, Harju maakond,  Kesklinna linnaosa,, 10131, Tallinn
379056|Luk-Trans Łukasz Bloch|||missing|PL|26A, BLOCHY, 07-210, Długosiodło
387692|KRAFTTRANS Taurus Sp. z o.o.|5213880950|PL5213880950|valid|PL|ul. BARTYCKA, nr 22B, lok. 21A, 00-716, WARSZAWA
391494|DHL Parcel (Switzerland) AG|||missing|CH|Güterstrasse 107, 4133, Pratteln
302920|F&O Agnieszka Osica-Foltyn|||missing|PL|F&O Agnieszka Osica-Foltyn, 05-300, Mińsk Mazowiecki
400030|DBK LOGISTICS SP. Z O.O. SP.K.|||missing|PL|Zajęcza 15, 00-351, Warszawa
400421|Broekman Logistics Sp. z o.o.|||missing|PL|Piekary 6/8, 61-823, Poznań
400691|sennder Benelux B.V._TC|||missing|NL|Keizersgracht 62-64, 1015 CS, Amsterdam
399723|LOPEZ & RYDER LOGISTIC S.L.U.|ESB01729920|ESB01729920|valid|ES|Miquel Roca i Junyent nº7, local 212, 50011, Zaragoza
313610|SA TORELLO TRASPORTI SRL|||missing|FR|5 RUE DE MALACOMBE, BP 54, 38070, LYON
412708|FM Logistic - Crépy-en-Valois (FR60)|||missing|FR|rue du Bois de Tillet, BP60224, 60802, Crépy-en-Valois
413540|Quality Trans Sp.z o.o.|||missing|PL|Tadeusza Kościuszki 38/24, 40-048, Katowice
423233|GRAMIX Sp. z .o.o.|PL1182153482|PL1182153482|valid|PL|Komorów, 05-085, Kampinos
434944|TSL Wiolmar Marcin Osiński|PL5311529716|PL5311529716|valid|PL|Broninek 4, 05-190, Nasielsk
441173|UAB Girteka Europe West|||missing|LT|Laisvės pr. 36, 4340, Vilnius
442297|Ellerman City Liners|GB398523059|GB398523059|valid|GB|133 Hall Lane, RM141AL, Upminster
460334|SAFE SHIPPING SP. Z O.O.|||missing|PL|JANUSZA KORCZAKA 13, 81-473, GDYNIA
601754|AKBULUT NAK TUR LTD ŞTİ|||missing|TR|içerenköy mah prof dr necmettin erbakan cad no 83 K:2 D:7, 34752, İSTANBUL
459342|Damco Germany GmbH|||missing|DE|Katharinenstraße 5, 20457, Hamburg
226386|Unifeeder Germany|||missing|DE|Neuer Dovenhof, Brandstwiete 1, 20457, Hamburg
